id,text,label
1532,Rs.16996.00 debited towards uber ride via UPI. Ref No 9054038718. Avl bal Rs.6537.00.,Transport
1533,Your a/c XXXX9245 debited by Rs.6882.00 on 28-May-25 to bigbazaar@upi. Ref No 6548968554. Avl bal Rs.92648.00.,Shopping
1534,Rs.11853.00 paid via UPI for jio bill. Ref No 1487436023.,Bills & Recharge
1535,Your UPI transaction of Rs.9649.00 to irctc was successful. Ref No 5867459800.,Travel & Booking
1536,You have sent Rs.1435.00 to friend@upi via UPI. Ref No 6978969307. Date: 08-Feb-25. Avl bal Rs.61042.00.,Transfers Sent
1537,Rs.12904.00 credited to your a/c XXXX4671 from phonepe@upi. Ref No 9010934929. Avl bal Rs.72291.00.,Transfers Received
1538,Rs.18609.00 credited to your a/c XXXX4065 from refund@upi. Ref No 4966300318. Avl bal Rs.20055.00.,Transfers Received
1539,Rs.17069.00 debited towards delhimetro ride via UPI. Ref No 1787139686. Avl bal Rs.48089.00.,Transport
1540,Rs.10816.00 paid via UPI for djb bill. Ref No 1161316995.,Bills & Recharge
1541,Rs.14488.00 credited to your a/c XXXX1398 from phonepe@upi. Ref No 3997612737. Avl bal Rs.15782.00.,Transfers Received
1542,Rs.10893.00 credited to your a/c XXXX1182 from refund@upi. Ref No 4477874009. Avl bal Rs.61507.00.,Transfers Received
1543,Rs.19484.00 credited to your a/c XXXX5893 from company@upi. Ref No 3951065249. Avl bal Rs.67088.00.,Transfers Received
1544,Rs.475.00 credited to your a/c XXXX2358 from googlepay@upi. Ref No 4180647594. Avl bal Rs.1211.00.,Transfers Received
1545,Rs.10856.00 debited towards rapido ride via UPI. Ref No 6979542858. Avl bal Rs.91228.00.,Transport
1546,Rs.19403.00 credited to your a/c XXXX5498 from paytm@upi. Ref No 8687434581. Avl bal Rs.41105.00.,Transfers Received
1547,Your a/c XXXX3547 debited by Rs.16743.00 on 16-Feb-25 to amazon@upi. Ref No 5964253424. Avl bal Rs.27077.00.,Shopping
1548,Rs.7462.00 debited towards ola ride via UPI. Ref No 7936344299. Avl bal Rs.35288.00.,Transport
1549,UPI AutoPay: Rs.5831.00 deducted for sonyliv subscription. Ref No 8652521891.,Entertainment/Subscriptions
1550,Failed UPI transaction of Rs.9042.00 attempted at dominos@upi on 03-Sep-25. Ref No 9672678292. Amount will be reversed if debited.,Failed Transactions
1551,Rs.16586.00 paid via UPI for airtel bill. Ref No 9956325054.,Bills & Recharge
1552,Failed UPI transaction of Rs.16974.00 attempted at dominos@upi on 04-Jun-25. Ref No 6697011202. Amount will be reversed if debited.,Failed Transactions
1553,UPI AutoPay: Rs.3831.00 deducted for youtube subscription. Ref No 3669994671.,Entertainment/Subscriptions
1554,Rs.8901.00 debited towards rapido ride via UPI. Ref No 3692312833. Avl bal Rs.49003.00.,Transport
1555,UPI transaction of Rs.18615.00 made to burgerking on 19-Jul-25. Ref No 1500469780. Avl bal Rs.78165.00.,Food & Delivery
1556,UPI transaction of Rs.15573.00 made to burgerking on 08-Aug-25. Ref No 5172136750. Avl bal Rs.50735.00.,Food & Delivery
1557,UPI transaction of Rs.13492.00 made to pizzahut on 07-Apr-25. Ref No 4575114366. Avl bal Rs.48037.00.,Food & Delivery
1558,Rs.3941.00 paid via UPI for bescom bill. Ref No 9031382316.,Bills & Recharge
1559,Failed UPI transaction of Rs.3382.00 attempted at ola@upi on 23-Oct-25. Ref No 5836434335. Amount will be reversed if debited.,Failed Transactions
1560,Rs.19869.00 paid via UPI for airtel bill. Ref No 5597686572.,Bills & Recharge
1561,Your a/c XXXX7347 debited by Rs.1537.00 on 19-Feb-25 to myntra@upi. Ref No 9499474428. Avl bal Rs.63247.00.,Shopping
1562,Rs.5921.00 paid via UPI for dth bill. Ref No 7685840401.,Bills & Recharge
1563,UPI AutoPay: Rs.15615.00 deducted for gaana subscription. Ref No 2729292871.,Entertainment/Subscriptions
1564,Failed UPI transaction of Rs.11042.00 attempted at dominos@upi on 28-Mar-25. Ref No 1797947078. Amount will be reversed if debited.,Failed Transactions
1565,UPI AutoPay: Rs.19013.00 deducted for spotify subscription. Ref No 9529898284.,Entertainment/Subscriptions
1566,Failed UPI transaction of Rs.12931.00 attempted at amazon@upi on 22-Jun-25. Ref No 4244683418. Amount will be reversed if debited.,Failed Transactions
1567,UPI AutoPay: Rs.11241.00 deducted for tataplay subscription. Ref No 8199859457.,Entertainment/Subscriptions
1568,Rs.15170.00 credited to your a/c XXXX9246 from company@upi. Ref No 3849134049. Avl bal Rs.70071.00.,Transfers Received
1569,Your a/c XXXX7616 debited by Rs.4819.00 on 23-Dec-25 to lifestylestore@upi. Ref No 5840941408. Avl bal Rs.95244.00.,Shopping
1570,Rs.2226.00 credited to your a/c XXXX8031 from company@upi. Ref No 1036080270. Avl bal Rs.72457.00.,Transfers Received
1571,Rs.7068.00 credited to your a/c XXXX1271 from googlepay@upi. Ref No 7234386656. Avl bal Rs.89418.00.,Transfers Received
1572,Rs.641.00 credited to your a/c XXXX3008 from company@upi. Ref No 7623040499. Avl bal Rs.14040.00.,Transfers Received
1573,UPI transaction of Rs.9035.00 made to swiggy on 22-Sep-25. Ref No 6014948825. Avl bal Rs.39545.00.,Food & Delivery
1574,Rs.19075.00 credited to your a/c XXXX9855 from googlepay@upi. Ref No 8281406731. Avl bal Rs.5171.00.,Transfers Received
1575,You have sent Rs.14483.00 to friend@upi via UPI. Ref No 5472618519. Date: 14-Feb-25. Avl bal Rs.83770.00.,Transfers Sent
1576,Rs.14598.00 debited towards uber ride via UPI. Ref No 3515588126. Avl bal Rs.72300.00.,Transport
1577,Rs.11318.00 paid via UPI for bsnl bill. Ref No 4809797391.,Bills & Recharge
1578,Your UPI transaction of Rs.4040.00 to bookmyshow was successful. Ref No 9434037644.,Travel & Booking
1579,Failed UPI transaction of Rs.1312.00 attempted at swiggy@upi on 20-Aug-25. Ref No 8215956008. Amount will be reversed if debited.,Failed Transactions
1580,UPI transaction of Rs.4973.00 made to zomato on 21-Feb-25. Ref No 9037908202. Avl bal Rs.64400.00.,Food & Delivery
1581,Rs.7965.00 paid via UPI for bsnl bill. Ref No 8773660495.,Bills & Recharge
1582,Rs.12332.00 debited towards delhimetro ride via UPI. Ref No 3909490254. Avl bal Rs.69137.00.,Transport
1583,UPI AutoPay: Rs.15920.00 deducted for gaana subscription. Ref No 6756225224.,Entertainment/Subscriptions
1584,Rs.11990.00 credited to your a/c XXXX2934 from googlepay@upi. Ref No 9762780818. Avl bal Rs.41625.00.,Transfers Received
1585,Rs.2440.00 credited to your a/c XXXX7366 from paytm@upi. Ref No 2053582395. Avl bal Rs.24803.00.,Transfers Received
1586,Failed UPI transaction of Rs.19625.00 attempted at ola@upi on 25-Oct-25. Ref No 7266388213. Amount will be reversed if debited.,Failed Transactions
1587,Failed UPI transaction of Rs.8362.00 attempted at myntra@upi on 23-Apr-25. Ref No 8335730321. Amount will be reversed if debited.,Failed Transactions
1588,Your UPI transaction of Rs.9847.00 to bookmyshow was successful. Ref No 3244066268.,Travel & Booking
1589,Failed UPI transaction of Rs.15581.00 attempted at dominos@upi on 07-Oct-25. Ref No 1772558471. Amount will be reversed if debited.,Failed Transactions
1590,Rs.6637.00 paid via UPI for gaspay bill. Ref No 6930009816.,Bills & Recharge
1591,Failed UPI transaction of Rs.17476.00 attempted at ola@upi on 15-Jul-25. Ref No 7816245904. Amount will be reversed if debited.,Failed Transactions
1592,You have sent Rs.1544.00 to sister@upi via UPI. Ref No 8602973983. Date: 19-Feb-25. Avl bal Rs.28530.00.,Transfers Sent
1593,UPI AutoPay: Rs.14994.00 deducted for youtube subscription. Ref No 2231679378.,Entertainment/Subscriptions
1594,You have sent Rs.18806.00 to mother@upi via UPI. Ref No 5174589978. Date: 23-Sep-25. Avl bal Rs.45989.00.,Transfers Sent
1595,Rs.2415.00 credited to your a/c XXXX2800 from googlepay@upi. Ref No 3711478156. Avl bal Rs.76348.00.,Transfers Received
1596,Your a/c XXXX3741 debited by Rs.7511.00 on 06-Oct-25 to flipkart@upi. Ref No 3935049292. Avl bal Rs.71527.00.,Shopping
1597,Rs.11111.00 paid via UPI for jio bill. Ref No 9331482830.,Bills & Recharge
1598,Rs.11106.00 debited towards delhimetro ride via UPI. Ref No 6374646727. Avl bal Rs.33582.00.,Transport
1599,Rs.11119.00 credited to your a/c XXXX2762 from googlepay@upi. Ref No 3959427789. Avl bal Rs.46266.00.,Transfers Received
1600,UPI AutoPay: Rs.11162.00 deducted for hotstar subscription. Ref No 8610377364.,Entertainment/Subscriptions
1601,UPI transaction of Rs.18681.00 made to kfc on 04-Jan-25. Ref No 2596400634. Avl bal Rs.5189.00.,Food & Delivery
1602,Your UPI transaction of Rs.5553.00 to indigo was successful. Ref No 7453370692.,Travel & Booking
1603,UPI AutoPay: Rs.7790.00 deducted for netflix subscription. Ref No 2633473302.,Entertainment/Subscriptions
1604,Your UPI transaction of Rs.12541.00 to airindia was successful. Ref No 5962323135.,Travel & Booking
1605,UPI AutoPay: Rs.9525.00 deducted for tataplay subscription. Ref No 9457962899.,Entertainment/Subscriptions
1606,Your UPI transaction of Rs.5912.00 to bookmyshow was successful. Ref No 4063937828.,Travel & Booking
1607,You have sent Rs.8820.00 to brother@upi via UPI. Ref No 7571398718. Date: 30-May-25. Avl bal Rs.73733.00.,Transfers Sent
1608,Your UPI transaction of Rs.1535.00 to makemytrip was successful. Ref No 5115454250.,Travel & Booking
1609,Rs.4889.00 debited towards delhimetro ride via UPI. Ref No 3087349597. Avl bal Rs.79957.00.,Transport
1610,You have sent Rs.345.00 to father@upi via UPI. Ref No 6901875188. Date: 19-Oct-25. Avl bal Rs.99861.00.,Transfers Sent
1611,Your a/c XXXX2072 debited by Rs.15390.00 on 13-Oct-25 to amazon@upi. Ref No 8747169124. Avl bal Rs.31420.00.,Shopping
1612,UPI transaction of Rs.8910.00 made to burgerking on 21-Oct-25. Ref No 8305291523. Avl bal Rs.68014.00.,Food & Delivery
1613,UPI transaction of Rs.18313.00 made to burgerking on 24-Apr-25. Ref No 2602447609. Avl bal Rs.12257.00.,Food & Delivery
1614,Failed UPI transaction of Rs.8346.00 attempted at ola@upi on 12-Feb-25. Ref No 4942767861. Amount will be reversed if debited.,Failed Transactions
1615,UPI AutoPay: Rs.13680.00 deducted for netflix subscription. Ref No 8955637214.,Entertainment/Subscriptions
1616,Your a/c XXXX6581 debited by Rs.7984.00 on 06-Jan-25 to shoppersstop@upi. Ref No 4664420881. Avl bal Rs.73134.00.,Shopping
1617,Rs.10469.00 debited towards uber ride via UPI. Ref No 4137215690. Avl bal Rs.51532.00.,Transport
1618,Failed UPI transaction of Rs.4748.00 attempted at swiggy@upi on 05-Jan-25. Ref No 9374498582. Amount will be reversed if debited.,Failed Transactions
1619,Your UPI transaction of Rs.18966.00 to bookmyshow was successful. Ref No 3849073308.,Travel & Booking
1620,UPI AutoPay: Rs.6532.00 deducted for gaana subscription. Ref No 8187399539.,Entertainment/Subscriptions
1621,Your a/c XXXX5106 debited by Rs.3373.00 on 10-Jan-25 to lifestylestore@upi. Ref No 6418673223. Avl bal Rs.50917.00.,Shopping
1622,Rs.18603.00 credited to your a/c XXXX8860 from phonepe@upi. Ref No 1491237076. Avl bal Rs.73008.00.,Transfers Received
1623,Your UPI transaction of Rs.9318.00 to indigo was successful. Ref No 2327016384.,Travel & Booking
1624,Rs.6750.00 paid via UPI for dth bill. Ref No 2340209744.,Bills & Recharge
1625,Your a/c XXXX7619 debited by Rs.5033.00 on 27-Apr-25 to amazon@upi. Ref No 1131029169. Avl bal Rs.79453.00.,Shopping
1626,You have sent Rs.5526.00 to sister@upi via UPI. Ref No 2873037821. Date: 26-Sep-25. Avl bal Rs.22880.00.,Transfers Sent
1627,Rs.1774.00 debited towards ola ride via UPI. Ref No 7512240986. Avl bal Rs.19176.00.,Transport
1628,Rs.8493.00 credited to your a/c XXXX2015 from phonepe@upi. Ref No 4196936444. Avl bal Rs.19872.00.,Transfers Received
1629,You have sent Rs.4214.00 to mother@upi via UPI. Ref No 9682648737. Date: 09-May-25. Avl bal Rs.82306.00.,Transfers Sent
1630,Failed UPI transaction of Rs.8030.00 attempted at myntra@upi on 30-Oct-25. Ref No 9387297742. Amount will be reversed if debited.,Failed Transactions
1631,UPI transaction of Rs.10298.00 made to zomato on 01-Jan-26. Ref No 7709053645. Avl bal Rs.86619.00.,Food & Delivery
1632,Rs.2468.00 credited to your a/c XXXX3395 from paytm@upi. Ref No 1473837657. Avl bal Rs.50936.00.,Transfers Received
1633,You have sent Rs.9738.00 to mother@upi via UPI. Ref No 5252749181. Date: 12-Sep-25. Avl bal Rs.44864.00.,Transfers Sent
1634,Failed UPI transaction of Rs.17800.00 attempted at ola@upi on 25-Jul-25. Ref No 1159878482. Amount will be reversed if debited.,Failed Transactions
1635,UPI transaction of Rs.12112.00 made to pizzahut on 11-Dec-25. Ref No 7365445684. Avl bal Rs.58874.00.,Food & Delivery
1636,Failed UPI transaction of Rs.1918.00 attempted at myntra@upi on 29-Apr-25. Ref No 9713379080. Amount will be reversed if debited.,Failed Transactions
1637,Failed UPI transaction of Rs.805.00 attempted at dominos@upi on 24-Jan-25. Ref No 1908512408. Amount will be reversed if debited.,Failed Transactions
1638,You have sent Rs.8920.00 to mother@upi via UPI. Ref No 6318062658. Date: 14-Aug-25. Avl bal Rs.60221.00.,Transfers Sent
1639,Failed UPI transaction of Rs.8131.00 attempted at dominos@upi on 08-Oct-25. Ref No 9287846840. Amount will be reversed if debited.,Failed Transactions
1640,Failed UPI transaction of Rs.6171.00 attempted at swiggy@upi on 19-May-25. Ref No 1246423592. Amount will be reversed if debited.,Failed Transactions
1641,Rs.11638.00 credited to your a/c XXXX8211 from salary@upi. Ref No 4094555068. Avl bal Rs.15632.00.,Transfers Received
1642,Rs.14533.00 paid via UPI for bescom bill. Ref No 8133451261.,Bills & Recharge
1643,Your a/c XXXX2044 debited by Rs.8008.00 on 17-Jul-25 to reliance@upi. Ref No 8771840602. Avl bal Rs.57553.00.,Shopping
1644,Rs.14610.00 debited towards ola ride via UPI. Ref No 6614893534. Avl bal Rs.88327.00.,Transport
1645,Rs.16346.00 credited to your a/c XXXX6172 from paytm@upi. Ref No 4023299925. Avl bal Rs.87980.00.,Transfers Received
1646,UPI transaction of Rs.2016.00 made to swiggy on 07-Aug-25. Ref No 5630315273. Avl bal Rs.23457.00.,Food & Delivery
1647,Rs.11355.00 credited to your a/c XXXX3672 from paytm@upi. Ref No 6257163459. Avl bal Rs.50394.00.,Transfers Received
1648,Rs.19354.00 debited towards rapido ride via UPI. Ref No 3203757798. Avl bal Rs.22829.00.,Transport
1649,Failed UPI transaction of Rs.15595.00 attempted at flipkart@upi on 26-Oct-25. Ref No 9355527850. Amount will be reversed if debited.,Failed Transactions
1650,UPI AutoPay: Rs.8236.00 deducted for youtube subscription. Ref No 3145103171.,Entertainment/Subscriptions
1651,UPI AutoPay: Rs.18531.00 deducted for youtube subscription. Ref No 1729980777.,Entertainment/Subscriptions
1652,Your UPI transaction of Rs.6676.00 to makemytrip was successful. Ref No 9213403547.,Travel & Booking
1653,Your UPI transaction of Rs.1371.00 to bookmyshow was successful. Ref No 8482214670.,Travel & Booking
1654,Rs.13821.00 debited towards uber ride via UPI. Ref No 2320936204. Avl bal Rs.85602.00.,Transport
1655,You have sent Rs.17588.00 to brother@upi via UPI. Ref No 4634652411. Date: 30-Mar-25. Avl bal Rs.36845.00.,Transfers Sent
1656,Rs.13902.00 credited to your a/c XXXX1349 from refund@upi. Ref No 8446448298. Avl bal Rs.78103.00.,Transfers Received
1657,Rs.16944.00 paid via UPI for jio bill. Ref No 7692360347.,Bills & Recharge
1658,Your UPI transaction of Rs.6580.00 to makemytrip was successful. Ref No 3548299976.,Travel & Booking
1659,Your UPI transaction of Rs.13992.00 to airindia was successful. Ref No 1874722794.,Travel & Booking
1660,Failed UPI transaction of Rs.13619.00 attempted at myntra@upi on 17-Oct-25. Ref No 9465041229. Amount will be reversed if debited.,Failed Transactions
1661,Rs.4408.00 credited to your a/c XXXX6568 from refund@upi. Ref No 7349497135. Avl bal Rs.97346.00.,Transfers Received
1662,Rs.18653.00 debited towards bmtc ride via UPI. Ref No 6318782595. Avl bal Rs.65141.00.,Transport
1663,Rs.14875.00 credited to your a/c XXXX7575 from refund@upi. Ref No 8094991155. Avl bal Rs.84054.00.,Transfers Received
1664,Your a/c XXXX6054 debited by Rs.3336.00 on 27-Mar-25 to flipkart@upi. Ref No 4375217593. Avl bal Rs.64573.00.,Shopping
1665,Rs.16650.00 debited towards ola ride via UPI. Ref No 5770882251. Avl bal Rs.36810.00.,Transport
1666,Rs.19488.00 paid via UPI for jio bill. Ref No 9425530954.,Bills & Recharge
1667,UPI AutoPay: Rs.14934.00 deducted for gaana subscription. Ref No 9517498586.,Entertainment/Subscriptions
1668,Your a/c XXXX3141 debited by Rs.12693.00 on 30-Mar-25 to amazon@upi. Ref No 8536765416. Avl bal Rs.76605.00.,Shopping
1669,Rs.12091.00 debited towards uber ride via UPI. Ref No 9403747299. Avl bal Rs.55473.00.,Transport
1670,UPI transaction of Rs.17016.00 made to pizzahut on 30-Dec-25. Ref No 6010117212. Avl bal Rs.26178.00.,Food & Delivery
1671,Rs.18357.00 debited towards ola ride via UPI. Ref No 8321975476. Avl bal Rs.13567.00.,Transport
1672,Failed UPI transaction of Rs.6474.00 attempted at ola@upi on 01-Jun-25. Ref No 4404349281. Amount will be reversed if debited.,Failed Transactions
1673,Failed UPI transaction of Rs.6158.00 attempted at ola@upi on 09-Dec-25. Ref No 3596738661. Amount will be reversed if debited.,Failed Transactions
1674,Rs.918.00 debited towards ola ride via UPI. Ref No 2364535412. Avl bal Rs.14376.00.,Transport
1675,Your a/c XXXX8508 debited by Rs.10858.00 on 26-Mar-25 to shoppersstop@upi. Ref No 4525500421. Avl bal Rs.32918.00.,Shopping
1676,UPI AutoPay: Rs.1239.00 deducted for tataplay subscription. Ref No 4941221754.,Entertainment/Subscriptions
1677,Your UPI transaction of Rs.16330.00 to bookmyshow was successful. Ref No 7352575517.,Travel & Booking
1678,Your a/c XXXX3837 debited by Rs.5927.00 on 09-Jul-25 to reliance@upi. Ref No 7013842670. Avl bal Rs.54839.00.,Shopping
1679,UPI AutoPay: Rs.3388.00 deducted for gaana subscription. Ref No 2319512536.,Entertainment/Subscriptions
1680,UPI transaction of Rs.9795.00 made to zomato on 10-Feb-25. Ref No 7252260424. Avl bal Rs.94575.00.,Food & Delivery
1681,Your a/c XXXX9274 debited by Rs.218.00 on 13-Jun-25 to myntra@upi. Ref No 8065217262. Avl bal Rs.26664.00.,Shopping
1682,Rs.3952.00 paid via UPI for airtel bill. Ref No 3705954351.,Bills & Recharge
1683,You have sent Rs.13132.00 to sister@upi via UPI. Ref No 2681395110. Date: 05-Jan-25. Avl bal Rs.12480.00.,Transfers Sent
1684,Your UPI transaction of Rs.3093.00 to bookmyshow was successful. Ref No 3149246190.,Travel & Booking
1685,Failed UPI transaction of Rs.17995.00 attempted at ola@upi on 06-Oct-25. Ref No 7373248508. Amount will be reversed if debited.,Failed Transactions
1686,Rs.7762.00 paid via UPI for vodafone bill. Ref No 7387173573.,Bills & Recharge
1687,Failed UPI transaction of Rs.1824.00 attempted at dominos@upi on 13-Oct-25. Ref No 9971058292. Amount will be reversed if debited.,Failed Transactions
1688,Rs.17442.00 debited towards ola ride via UPI. Ref No 3709515129. Avl bal Rs.34396.00.,Transport
1689,Your a/c XXXX8360 debited by Rs.10823.00 on 16-Jul-25 to reliance@upi. Ref No 8032553438. Avl bal Rs.76219.00.,Shopping
1690,UPI transaction of Rs.2001.00 made to kfc on 02-Nov-25. Ref No 7523336685. Avl bal Rs.56006.00.,Food & Delivery
1691,Rs.7534.00 credited to your a/c XXXX6378 from phonepe@upi. Ref No 7228002961. Avl bal Rs.55621.00.,Transfers Received
1692,Your a/c XXXX7013 debited by Rs.11794.00 on 15-Jul-25 to myntra@upi. Ref No 5416232782. Avl bal Rs.22582.00.,Shopping
1693,Rs.5722.00 paid via UPI for jio bill. Ref No 2983575931.,Bills & Recharge
1694,UPI transaction of Rs.16066.00 made to pizzahut on 14-Jun-25. Ref No 9735652745. Avl bal Rs.62939.00.,Food & Delivery
1695,UPI transaction of Rs.595.00 made to pizzahut on 06-May-25. Ref No 2275005037. Avl bal Rs.64383.00.,Food & Delivery
1696,UPI AutoPay: Rs.11951.00 deducted for tataplay subscription. Ref No 5228456270.,Entertainment/Subscriptions
1697,Rs.19946.00 debited towards ola ride via UPI. Ref No 8171101465. Avl bal Rs.86857.00.,Transport
1698,You have sent Rs.14236.00 to brother@upi via UPI. Ref No 5795418485. Date: 14-Aug-25. Avl bal Rs.45993.00.,Transfers Sent
1699,Failed UPI transaction of Rs.6275.00 attempted at flipkart@upi on 06-Sep-25. Ref No 7101865235. Amount will be reversed if debited.,Failed Transactions
1700,Failed UPI transaction of Rs.16420.00 attempted at myntra@upi on 16-Feb-25. Ref No 9177185923. Amount will be reversed if debited.,Failed Transactions
1701,UPI AutoPay: Rs.5087.00 deducted for gaana subscription. Ref No 1714207159.,Entertainment/Subscriptions
1702,Rs.13038.00 credited to your a/c XXXX6698 from paytm@upi. Ref No 8948337724. Avl bal Rs.6420.00.,Transfers Received
1703,Failed UPI transaction of Rs.11684.00 attempted at dominos@upi on 05-Jul-25. Ref No 8802087459. Amount will be reversed if debited.,Failed Transactions
1704,You have sent Rs.18558.00 to friend@upi via UPI. Ref No 9419027983. Date: 23-Aug-25. Avl bal Rs.58133.00.,Transfers Sent
1705,Your a/c XXXX6251 debited by Rs.8242.00 on 01-May-25 to flipkart@upi. Ref No 3754161308. Avl bal Rs.65728.00.,Shopping
1706,Failed UPI transaction of Rs.17223.00 attempted at zomato@upi on 10-Oct-25. Ref No 3862008686. Amount will be reversed if debited.,Failed Transactions
1707,Your UPI transaction of Rs.10178.00 to airindia was successful. Ref No 6505589735.,Travel & Booking
1708,Failed UPI transaction of Rs.11960.00 attempted at myntra@upi on 08-Jun-25. Ref No 6917326005. Amount will be reversed if debited.,Failed Transactions
1709,You have sent Rs.18643.00 to brother@upi via UPI. Ref No 6726290776. Date: 16-Feb-25. Avl bal Rs.90335.00.,Transfers Sent
1710,Rs.14000.00 credited to your a/c XXXX9563 from refund@upi. Ref No 2136011549. Avl bal Rs.54811.00.,Transfers Received
1711,UPI AutoPay: Rs.7553.00 deducted for netflix subscription. Ref No 5369061117.,Entertainment/Subscriptions
1712,Rs.15414.00 debited towards ola ride via UPI. Ref No 3193586577. Avl bal Rs.65147.00.,Transport
1713,Failed UPI transaction of Rs.15469.00 attempted at ola@upi on 02-Nov-25. Ref No 7214777556. Amount will be reversed if debited.,Failed Transactions
1714,Rs.7224.00 debited towards ola ride via UPI. Ref No 5108499464. Avl bal Rs.48464.00.,Transport
1715,Rs.4790.00 paid via UPI for bsnl bill. Ref No 4027575895.,Bills & Recharge
1716,Rs.11560.00 credited to your a/c XXXX4684 from company@upi. Ref No 9428999123. Avl bal Rs.75900.00.,Transfers Received
1717,Your UPI transaction of Rs.9728.00 to airindia was successful. Ref No 6467933951.,Travel & Booking
1718,You have sent Rs.213.00 to brother@upi via UPI. Ref No 4254533866. Date: 11-Oct-25. Avl bal Rs.22876.00.,Transfers Sent
1719,UPI AutoPay: Rs.14263.00 deducted for sonyliv subscription. Ref No 3297202390.,Entertainment/Subscriptions
1720,Your UPI transaction of Rs.19373.00 to bookmyshow was successful. Ref No 2737821050.,Travel & Booking
1721,Failed UPI transaction of Rs.1068.00 attempted at dominos@upi on 10-Jun-25. Ref No 4530455390. Amount will be reversed if debited.,Failed Transactions
1722,Rs.16176.00 debited towards delhimetro ride via UPI. Ref No 3352978960. Avl bal Rs.86114.00.,Transport
1723,Rs.3050.00 paid via UPI for gaspay bill. Ref No 9037521190.,Bills & Recharge
1724,UPI transaction of Rs.7443.00 made to kfc on 20-Jan-25. Ref No 2879458153. Avl bal Rs.63089.00.,Food & Delivery
1725,Rs.1683.00 debited towards uber ride via UPI. Ref No 5712088590. Avl bal Rs.76365.00.,Transport
1726,Rs.14762.00 paid via UPI for gaspay bill. Ref No 4880798258.,Bills & Recharge
1727,UPI AutoPay: Rs.12414.00 deducted for netflix subscription. Ref No 6001691224.,Entertainment/Subscriptions
1728,UPI transaction of Rs.15968.00 made to swiggy on 30-Oct-25. Ref No 3489897780. Avl bal Rs.75728.00.,Food & Delivery
1729,Your a/c XXXX1186 debited by Rs.13019.00 on 03-Mar-25 to amazon@upi. Ref No 9354949933. Avl bal Rs.77797.00.,Shopping
1730,Rs.13529.00 credited to your a/c XXXX9920 from googlepay@upi. Ref No 7436170966. Avl bal Rs.28159.00.,Transfers Received
1731,Rs.8796.00 credited to your a/c XXXX7107 from googlepay@upi. Ref No 4600135213. Avl bal Rs.56685.00.,Transfers Received
1732,Failed UPI transaction of Rs.5479.00 attempted at amazon@upi on 23-Oct-25. Ref No 7567100978. Amount will be reversed if debited.,Failed Transactions
1733,UPI transaction of Rs.14086.00 made to kfc on 18-Sep-25. Ref No 5665054748. Avl bal Rs.51098.00.,Food & Delivery
1734,Your a/c XXXX8609 debited by Rs.186.00 on 15-Sep-25 to reliance@upi. Ref No 7884350155. Avl bal Rs.57716.00.,Shopping
1735,UPI AutoPay: Rs.6788.00 deducted for youtube subscription. Ref No 1876477212.,Entertainment/Subscriptions
1736,Rs.10409.00 debited towards uber ride via UPI. Ref No 7248991705. Avl bal Rs.67200.00.,Transport
1737,Rs.2415.00 debited towards uber ride via UPI. Ref No 8291721049. Avl bal Rs.29293.00.,Transport
1738,UPI AutoPay: Rs.958.00 deducted for tataplay subscription. Ref No 2764631527.,Entertainment/Subscriptions
1739,Your UPI transaction of Rs.380.00 to bookmyshow was successful. Ref No 4895509345.,Travel & Booking
1740,UPI transaction of Rs.7307.00 made to dominos on 12-Nov-25. Ref No 7065291043. Avl bal Rs.27944.00.,Food & Delivery
1741,Your UPI transaction of Rs.8021.00 to makemytrip was successful. Ref No 2206825467.,Travel & Booking
1742,Failed UPI transaction of Rs.3537.00 attempted at swiggy@upi on 04-Oct-25. Ref No 9525549325. Amount will be reversed if debited.,Failed Transactions
1743,Rs.1126.00 paid via UPI for djb bill. Ref No 4260922248.,Bills & Recharge
1744,Rs.8781.00 credited to your a/c XXXX3897 from refund@upi. Ref No 5473001661. Avl bal Rs.16081.00.,Transfers Received
1745,Rs.7232.00 debited towards rapido ride via UPI. Ref No 9215469603. Avl bal Rs.65998.00.,Transport
1746,Rs.530.00 debited towards rapido ride via UPI. Ref No 6780242170. Avl bal Rs.72798.00.,Transport
1747,Rs.18716.00 credited to your a/c XXXX2648 from company@upi. Ref No 4731394624. Avl bal Rs.9719.00.,Transfers Received
1748,UPI AutoPay: Rs.7246.00 deducted for hotstar subscription. Ref No 4126067626.,Entertainment/Subscriptions
1749,Your a/c XXXX3943 debited by Rs.10896.00 on 29-Mar-25 to bigbazaar@upi. Ref No 2643521262. Avl bal Rs.77106.00.,Shopping
1750,Rs.13035.00 debited towards uber ride via UPI. Ref No 5095851601. Avl bal Rs.9208.00.,Transport
1751,UPI AutoPay: Rs.6137.00 deducted for hotstar subscription. Ref No 6932611008.,Entertainment/Subscriptions
1752,Failed UPI transaction of Rs.15899.00 attempted at myntra@upi on 05-Apr-25. Ref No 9186163927. Amount will be reversed if debited.,Failed Transactions
1753,Your a/c XXXX5856 debited by Rs.3816.00 on 01-Oct-25 to bigbazaar@upi. Ref No 7495742020. Avl bal Rs.16514.00.,Shopping
1754,Your a/c XXXX7747 debited by Rs.14035.00 on 24-Sep-25 to amazon@upi. Ref No 1506479735. Avl bal Rs.73771.00.,Shopping
1755,Rs.8978.00 debited towards uber ride via UPI. Ref No 3388432369. Avl bal Rs.88741.00.,Transport
